id	title	canon	vol	no	current_layer	recommended_layer	recommended_layer_value	confidence	reason	current_note
T46n1913	止觀義例	T	46	1913	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于天台宗判教、止观或法华注疏体系，归第7层宗派体系。
T46n1914	止觀大意	T	46	1914	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于天台宗判教、止观或法华注疏体系，归第7层宗派体系。
T46n1915	修習止觀坐禪法要	T	46	1915	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T46n1916	釋禪波羅蜜次第法門	T	46	1916	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T46n1917	六妙法門	T	46	1917	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1918	四念處	T	46	1918	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1919	天台智者大師禪門口訣	T	46	1919	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T46n1920	觀心論	T	46	1920	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1921	觀心論疏	T	46	1921	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1922	釋摩訶般若波羅蜜經覺意三昧	T	46	1922	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1923	諸法無諍三昧法門	T	46	1923	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1924	大乘止觀法門	T	46	1924	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于天台宗判教、止观或法华注疏体系，归第7层宗派体系。
T46n1925	法界次第初門	T	46	1925	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
T46n1926	法華經安樂行義	T	46	1926	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1927	十不二門	T	46	1927	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1928	十不二門指要鈔	T	46	1928	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1929	四教義	T	46	1929	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于天台宗判教、止观或法华注疏体系，归第7层宗派体系。
T46n1930	天台八教大意	T	46	1930	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于天台宗判教、止观或法华注疏体系，归第7层宗派体系。
T46n1931	天台四教儀	T	46	1931	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于天台宗判教、止观或法华注疏体系，归第7层宗派体系。
T46n1932	金剛錍	T	46	1932	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1933	南嶽思大禪師立誓願文	T	46	1933	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T46n1934	國清百錄	T	46	1934	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1935	法智遺編觀心二百問	T	46	1935	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1936	四明十義書	T	46	1936	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1937	四明尊者教行錄	T	46	1937	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1938	天台傳佛心印記	T	46	1938	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于天台宗判教、止观或法华注疏体系，归第7层宗派体系。
T46n1939	教觀綱宗	T	46	1939	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1940	方等三昧行法	T	46	1940	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1941	法華三昧懺儀	T	46	1941	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1942	法華三昧行事運想補助儀	T	46	1942	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1943	略法華三昧補助儀	T	46	1943	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1944	禮法華經儀式	T	46	1944	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1945	金光明懺法補助儀	T	46	1945	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1946	金光明最勝懺儀	T	46	1946	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1947	釋迦如來涅槃禮讚文	T	46	1947	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1948	天台智者大師齋忌禮讚文	T	46	1948	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于天台宗判教、止观或法华注疏体系，归第7层宗派体系。
T46n1949	請觀世音菩薩消伏毒害陀羅尼三昧儀	T	46	1949	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1950	千手眼大悲心呪行法	T	46	1950	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1951	熾盛光道場念誦儀	T	46	1951	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1952	觀自在菩薩如意輪呪課法	T	46	1952	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1953	菩提心義	T	46	1953	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1954	明佛法根本碑	T	46	1954	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T46n1955	顯密圓通成佛心要集	T	46	1955	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于密教、藏传道次第或相关仪轨修法资料，归第7层宗派体系。
T46n1956	密呪圓因往生集	T	46	1956	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1957	略論安樂淨土義	T	47	1957	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1958	安樂集	T	47	1958	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T47n1959	觀念阿彌陀佛相海三昧功德法門	T	47	1959	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1960	釋淨土群疑論	T	47	1960	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1961	淨土十疑論	T	47	1961	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1962	五方便念佛門	T	47	1962	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1963	淨土論	T	47	1963	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1964	西方要決釋疑通規	T	47	1964	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T47n1965	遊心安樂道	T	47	1965	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T47n1966	念佛鏡	T	47	1966	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1967	念佛三昧寶王論	T	47	1967	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1968	往生淨土決疑行願二門	T	47	1968	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1969A	樂邦文類	T	47	1969A	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T47n1969B	樂邦遺稿	T	47	1969B	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T47n1970	龍舒增廣淨土文	T	47	1970	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1971	淨土境觀要門	T	47	1971	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1972	淨土或問	T	47	1972	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1973	廬山蓮宗寶鑑	T	47	1973	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T47n1974	寶王三昧念佛直指	T	47	1974	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1975	淨土生無生論	T	47	1975	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1976	西方合論	T	47	1976	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T47n1977	淨土疑辨	T	47	1977	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1978	讚阿彌陀佛偈	T	47	1978	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1979	轉經行道願往生淨土法事讚	T	47	1979	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1980	往生禮讚偈	T	47	1980	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1981	依觀經等明般舟三昧行道往生讚	T	47	1981	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1982	集諸經禮懺儀	T	47	1982	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T47n1983	淨土五會念佛略法事儀讚	T	47	1983	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1984	往生淨土懺願儀	T	47	1984	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于净土宗念佛、往生或净土注疏资料，归第7层宗派体系。
T47n1985	鎮州臨濟慧照禪師語錄	T	47	1985	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1986A	筠州洞山悟本禪師語錄	T	47	1986A	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1986B	瑞州洞山良价禪師語錄	T	47	1986B	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1987A	撫州曹山元證禪師語錄	T	47	1987A	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1987B	撫州曹山本寂禪師語錄	T	47	1987B	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1988	雲門匡真禪師廣錄	T	47	1988	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1989	潭州溈山靈祐禪師語錄	T	47	1989	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1990	袁州仰山慧寂禪師語錄	T	47	1990	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1991	金陵清涼院文益禪師語錄	T	47	1991	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1992	汾陽無德禪師語錄	T	47	1992	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1993	黃龍慧南禪師語錄	T	47	1993	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1994A	楊岐方會和尚語錄	T	47	1994A	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1994B	楊岐方會和尚後錄	T	47	1994B	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T47n1995	法演禪師語錄	T	47	1995	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1996	明覺禪師語錄	T	47	1996	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1997	圓悟佛果禪師語錄	T	47	1997	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1998A	大慧普覺禪師語錄	T	47	1998A	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1998B	大慧普覺禪師宗門武庫	T	47	1998B	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n1999	密菴和尚語錄	T	47	1999	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T47n2000	虛堂和尚語錄	T	47	2000	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2001	宏智禪師廣錄	T	48	2001	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2002A	如淨和尚語錄	T	48	2002A	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2002B	天童山景德寺如淨禪師續語錄	T	48	2002B	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2003	佛果圜悟禪師碧巖錄	T	48	2003	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2004	萬松老人評唱天童覺和尚頌古從容庵錄	T	48	2004	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2005	無門關	T	48	2005	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2006	人天眼目	T	48	2006	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2007	南宗頓教最上大乘摩訶般若波羅蜜經六祖惠能大師於韶州大梵寺施法壇經	T	48	2007	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2008	六祖大師法寶壇經	T	48	2008	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2009	少室六門	T	48	2009	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2010	信心銘	T	48	2010	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2011	最上乘論	T	48	2011	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2012A	黃檗山斷際禪師傳心法要	T	48	2012A	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2012B	黃檗斷際禪師宛陵錄	T	48	2012B	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2013	禪宗永嘉集	T	48	2013	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2014	永嘉證道歌	T	48	2014	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2015	禪源諸詮集都序	T	48	2015	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2016	宗鏡錄	T	48	2016	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2017	萬善同歸集	T	48	2017	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2018	永明智覺禪師唯心訣	T	48	2018	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2019A	真心直說	T	48	2019A	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2019B	誡初心學人文	T	48	2019B	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2020	高麗國普照禪師修心訣	T	48	2020	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2021	禪宗決疑集	T	48	2021	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2022	禪林寶訓	T	48	2022	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2023	緇門警訓	T	48	2023	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T48n2024	禪關策進	T	48	2024	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T48n2025	勅修百丈清規	T	48	2025	7	第7层	7	high	大正藏经疏、论疏或诸宗部文本，属于宗派解释体系。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T85n2732	梁朝傅大士頌金剛經	T	85	2732	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
T85n2753	華嚴經章	T	85	2753	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
T85n2754	華嚴略疏卷第三	T	85	2754	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
T85n2755	華嚴經疏	T	85	2755	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
T85n2756	華嚴經義記卷第一	T	85	2756	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
T85n2757	華嚴經疏卷第三	T	85	2757	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
T85n2779	佛說楞伽經禪門悉談章	T	85	2779	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
T85n2787	四分戒本疏卷第一．第二．第三	T	85	2787	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于律宗、戒律注疏或戒法仪轨资料，归第7层宗派体系。
T85n2788	律戒本疏	T	85	2788	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于律宗、戒律注疏或戒法仪轨资料，归第7层宗派体系。
T85n2789	律戒本疏	T	85	2789	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于律宗、戒律注疏或戒法仪轨资料，归第7层宗派体系。
T85n2790	律雜抄	T	85	2790	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	题名属于律宗、戒律注疏或戒法仪轨资料，归第7层宗派体系。
T85n2791	宗四分比丘隨門要略行儀	T	85	2791	7	第7层	7	medium	大正藏古逸/疑似部文本，现存形态主要反映东亚佛教流通、疑伪经或宗派化阶段。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
